Waterbody,LabNo,Sampling Site Name,Date Collected,Parameter,Unit,Result,DetectionLimit,DQCodes
Hancock,30438,Outflow Pipes,1/2/2018,Dissolved Oxygen,%,70.8,NA,NA
Hancock,30438,Outflow Pipes,1/2/2018,Dissolved Oxygen,mg/l,7.33,NA,NA
Hancock,30515,Outflow Pipes,2/6/2018,Dissolved Oxygen,%,29,NA,NA
Hancock,30515,Outflow Pipes,2/6/2018,Dissolved Oxygen,mg/l,2.76,NA,NA
Hancock,30661,Outflow Pipes,4/3/2018,Dissolved Oxygen,%,32.4,NA,NA
Hancock,30661,Outflow Pipes,4/3/2018,Dissolved Oxygen,mg/l,2.74,NA,NA
Hancock,30729,Outflow Pipes,5/1/2018,Dissolved Oxygen,mg/l,0.87,NA,NA
Hancock,30878,Outflow Pipes,7/10/2018,Dissolved Oxygen,mg/l,0.45,NA,NA
Hancock,30967,Outflow Pipes,8/7/2018,Dissolved Oxygen,mg/l,0.51,NA,NA
Hancock,31056,Outflow Pipes,9/4/2018,Dissolved Oxygen,mg/l,0.65,NA,NA
Hancock,30222,Reynold's Runoff,11/7/2017,Dissolved Oxygen,%,73,NA,J3
Hancock,30222,Reynold's Runoff,11/7/2017,Dissolved Oxygen,mg/l,6.45,NA,J3
Hancock,30589,Reynold's Runoff,3/6/2018,Dissolved Oxygen,%,103.4,NA,J3
Hancock,30589,Reynold's Runoff,3/6/2018,Dissolved Oxygen,mg/l,9.68,NA,J3
Hancock,30810,Reynold's Runoff,6/5/2018,Dissolved Oxygen,mg/l,6.02,NA,J3
Hancock,30422,Reynold's Runoff,12/5/2017,Dissolved Oxygen,%,15.2,NA,NA
Hancock,30422,Reynold's Runoff,12/5/2017,Dissolved Oxygen,mg/l,1.42,NA,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Dissolved Oxygen,%,91.1,NA,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Dissolved Oxygen,mg/l,9.91,NA,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Dissolved Oxygen,%,86.9,NA,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Dissolved Oxygen,mg/l,8.49,NA,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Dissolved Oxygen,%,72.6,NA,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Dissolved Oxygen,mg/l,6.43,NA,NA
Hancock,30734,Reynold's Runoff,5/1/2018,Dissolved Oxygen,mg/l,10.09,NA,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Dissolved Oxygen,mg/l,4.23,NA,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Dissolved Oxygen,mg/l,4.19,NA,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Dissolved Oxygen,mg/l,4.78,NA,NA
Hancock,30224,Wading Bird North,11/7/2017,Dissolved Oxygen,%,59.9,NA,J3
Hancock,30224,Wading Bird North,11/7/2017,Dissolved Oxygen,mg/l,5.04,NA,J3
Hancock,30591,Wading Bird North,3/6/2018,Dissolved Oxygen,%,94.8,NA,J3
Hancock,30591,Wading Bird North,3/6/2018,Dissolved Oxygen,mg/l,8.61,NA,J3
Hancock,30808,Wading Bird North,6/5/2018,Dissolved Oxygen,mg/l,1.42,NA,J3
Hancock,30424,Wading Bird North,12/5/2017,Dissolved Oxygen,%,49.8,NA,NA
Hancock,30424,Wading Bird North,12/5/2017,Dissolved Oxygen,mg/l,4.41,NA,NA
Hancock,30434,Wading Bird North,1/2/2018,Dissolved Oxygen,%,83.7,NA,NA
Hancock,30434,Wading Bird North,1/2/2018,Dissolved Oxygen,mg/l,9.14,NA,NA
Hancock,30511,Wading Bird North,2/6/2018,Dissolved Oxygen,%,73.8,NA,NA
Hancock,30511,Wading Bird North,2/6/2018,Dissolved Oxygen,mg/l,6.85,NA,NA
Hancock,30657,Wading Bird North,4/3/2018,Dissolved Oxygen,%,66.6,NA,NA
Hancock,30657,Wading Bird North,4/3/2018,Dissolved Oxygen,mg/l,5.49,NA,NA
Hancock,30736,Wading Bird North,5/1/2018,Dissolved Oxygen,mg/l,7.51,NA,NA
Hancock,30882,Wading Bird North,7/10/2018,Dissolved Oxygen,mg/l,1,NA,NA
Hancock,30971,Wading Bird North,8/7/2018,Dissolved Oxygen,mg/l,2.61,NA,NA
Hancock,31060,Wading Bird North,9/4/2018,Dissolved Oxygen,mg/l,1.85,NA,NA
Hancock,30225,Wading Bird South,11/7/2017,Dissolved Oxygen,%,60.5,NA,J3
Hancock,30225,Wading Bird South,11/7/2017,Dissolved Oxygen,mg/l,4.97,NA,J3
Hancock,30592,Wading Bird South,3/6/2018,Dissolved Oxygen,mg/l,10.37,NA,J3
Hancock,30592,Wading Bird South,3/6/2018,Dissolved Oxygen,%,114.6,NA,J3
Hancock,30807,Wading Bird South,6/5/2018,Dissolved Oxygen,mg/l,3.53,NA,J3
Hancock,30425,Wading Bird South,12/5/2017,Dissolved Oxygen,%,89.2,NA,NA
Hancock,30425,Wading Bird South,12/5/2017,Dissolved Oxygen,mg/l,7.8,NA,NA
Hancock,30435,Wading Bird South,1/2/2018,Dissolved Oxygen,mg/l,9.43,NA,NA
Hancock,30435,Wading Bird South,1/2/2018,Dissolved Oxygen,%,87.3,NA,NA
Hancock,30512,Wading Bird South,2/6/2018,Dissolved Oxygen,mg/l,8.63,NA,NA
Hancock,30512,Wading Bird South,2/6/2018,Dissolved Oxygen,%,93.6,NA,NA
Hancock,30658,Wading Bird South,4/3/2018,Dissolved Oxygen,mg/l,7.75,NA,NA
Hancock,30658,Wading Bird South,4/3/2018,Dissolved Oxygen,%,94.7,NA,NA
Hancock,30732,Wading Bird South,5/1/2018,Dissolved Oxygen,mg/l,9.19,NA,NA
Hancock,30881,Wading Bird South,7/10/2018,Dissolved Oxygen,mg/l,1.47,NA,NA
Hancock,30970,Wading Bird South,8/7/2018,Dissolved Oxygen,mg/l,3.58,NA,NA
Hancock,31059,Wading Bird South,9/4/2018,Dissolved Oxygen,mg/l,4.9,NA,NA
Banana Creek,30811,Banana Creek,6/5/2018,Dissolved Oxygen Saturation,%,98.3,NA,J3
Banana Creek,30735,Banana Creek,5/1/2018,Dissolved Oxygen Saturation,%,70.3,NA,NA
Banana Creek,30885,Banana Creek,7/10/2018,Dissolved Oxygen Saturation,%,66.5,NA,NA
Banana Creek,30973,Banana Creek,8/7/2018,Dissolved Oxygen Saturation,%,65.3,NA,NA
Banana Creek,31062,Banana Creek,9/4/2018,Dissolved Oxygen Saturation,%,97.7,NA,NA
Hancock,30804,Canal Outflow,6/5/2018,Dissolved Oxygen Saturation,%,26.6,NA,J3
Hancock,30728,Canal Outflow,5/1/2018,Dissolved Oxygen Saturation,%,13,NA,NA
Hancock,30879,Canal Outflow,7/10/2018,Dissolved Oxygen Saturation,%,18.7,NA,NA
Hancock,30968,Canal Outflow,8/7/2018,Dissolved Oxygen Saturation,%,12.1,NA,NA
Hancock,31057,Canal Outflow,9/4/2018,Dissolved Oxygen Saturation,%,8.8,NA,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,Dissolved Oxygen Saturation,%,6.1,NA,J3
Hancock,30731,Eagle Roost Rd,5/1/2018,Dissolved Oxygen Saturation,%,17.4,NA,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,Dissolved Oxygen Saturation,%,11.9,NA,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,Dissolved Oxygen Saturation,%,5.5,NA,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,Dissolved Oxygen Saturation,%,9.6,NA,NA
Hancock,30809,Flooded Road,6/5/2018,Dissolved Oxygen Saturation,%,49.4,NA,J3
Hancock,30733,Flooded Road,5/1/2018,Dissolved Oxygen Saturation,%,57,NA,NA
Hancock,30883,Flooded Road,7/10/2018,Dissolved Oxygen Saturation,%,46.2,NA,NA
Hancock,30972,Flooded Road,8/7/2018,Dissolved Oxygen Saturation,%,46.3,NA,NA
Hancock,31061,Flooded Road,9/4/2018,Dissolved Oxygen Saturation,%,52.4,NA,NA
Hancock,30805,Heron Hideout,6/5/2018,Dissolved Oxygen Saturation,%,3.9,NA,J3
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Dissolved Oxygen Saturation,%,No Sample,NA,NA
Hancock,30877,Heron Hideout,7/10/2018,Dissolved Oxygen Saturation,%,8.1,NA,NA
Hancock,30966,Heron Hideout,8/7/2018,Dissolved Oxygen Saturation,%,4.3,NA,NA
Hancock,31055,Heron Hideout,9/4/2018,Dissolved Oxygen Saturation,%,4.9,NA,NA
Hancock,30803,Outflow Pipes,6/5/2018,Dissolved Oxygen Saturation,%,2,NA,J3
Hancock,30729,Outflow Pipes,5/1/2018,Dissolved Oxygen Saturation,%,10.3,NA,NA
Hancock,30878,Outflow Pipes,7/10/2018,Dissolved Oxygen Saturation,%,5.8,NA,NA
Hancock,30967,Outflow Pipes,8/7/2018,Dissolved Oxygen Saturation,%,6.4,NA,NA
Hancock,31056,Outflow Pipes,9/4/2018,Dissolved Oxygen Saturation,%,8,NA,NA
Hancock,30810,Reynold's Runoff,6/5/2018,Dissolved Oxygen Saturation,%,75,NA,J3
Hancock,30734,Reynold's Runoff,5/1/2018,Dissolved Oxygen Saturation,%,117.5,NA,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Dissolved Oxygen Saturation,%,53,NA,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Dissolved Oxygen Saturation,%,52.5,NA,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Dissolved Oxygen Saturation,%,59.7,NA,NA
Hancock,30808,Wading Bird North,6/5/2018,Dissolved Oxygen Saturation,%,18.6,NA,J3
Hancock,30736,Wading Bird North,5/1/2018,Dissolved Oxygen Saturation,%,92.1,NA,NA
Hancock,30882,Wading Bird North,7/10/2018,Dissolved Oxygen Saturation,%,13.3,NA,NA
Hancock,30971,Wading Bird North,8/7/2018,Dissolved Oxygen Saturation,%,34.7,NA,NA
Hancock,31060,Wading Bird North,9/4/2018,Dissolved Oxygen Saturation,%,23.6,NA,NA
Hancock,30807,Wading Bird South,6/5/2018,Dissolved Oxygen Saturation,%,46,NA,J3
Hancock,30732,Wading Bird South,5/1/2018,Dissolved Oxygen Saturation,%,112.4,NA,NA
Hancock,30881,Wading Bird South,7/10/2018,Dissolved Oxygen Saturation,%,19.2,NA,NA
Hancock,30970,Wading Bird South,8/7/2018,Dissolved Oxygen Saturation,%,48.3,NA,NA
Hancock,31059,Wading Bird South,9/4/2018,Dissolved Oxygen Saturation,%,61.9,NA,NA
Banana Creek,30811,Banana Creek,6/5/2018,Iron,ug/l,203,50,A
Banana Creek,30588,Banana Creek,3/6/2018,Iron,ug/l,156,50,I
Banana Creek,31062,Banana Creek,9/4/2018,Iron,ug/l,177,50,I
Banana Creek,30221,Banana Creek,11/7/2017,Iron,ug/l,708,50,NA
Banana Creek,30421,Banana Creek,12/5/2017,Iron,ug/l,296,50,NA
Banana Creek,30431,Banana Creek,1/2/2018,Iron,ug/l,1041,50,NA
Banana Creek,30508,Banana Creek,2/6/2018,Iron,ug/l,262,50,NA
Banana Creek,30654,Banana Creek,4/3/2018,Iron,ug/l,249,50,NA
Banana Creek,30735,Banana Creek,5/1/2018,Iron,ug/l,343,50,NA
Banana Creek,30885,Banana Creek,7/10/2018,Iron,ug/l,226,50,NA
Banana Creek,30973,Banana Creek,8/7/2018,Iron,ug/l,265,50,NA
Hancock,30429,Canal Outflow,12/5/2017,Iron,ug/l,153,50,A I
Hancock,30662,Canal Outflow,4/3/2018,Iron,ug/l,134,50,A I
Hancock,30439,Canal Outflow,1/2/2018,Iron,ug/l,178,50,A J3
Hancock,30229,Canal Outflow,11/7/2017,Iron,ug/l,144,50,I
Hancock,30596,Canal Outflow,3/6/2018,Iron,ug/l,154,50,I
Hancock,30728,Canal Outflow,5/1/2018,Iron,ug/l,171,50,I
Hancock,30968,Canal Outflow,8/7/2018,Iron,ug/l,163,50,I
Hancock,31057,Canal Outflow,9/4/2018,Iron,ug/l,90,50,I
Hancock,30516,Canal Outflow,2/6/2018,Iron,ug/l,119,50,I A J3
Hancock,30804,Canal Outflow,6/5/2018,Iron,ug/l,302,50,NA
Hancock,30879,Canal Outflow,7/10/2018,Iron,ug/l,219,50,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,Iron,ug/l,127,50,I
Hancock,30426,Eagle Roost Rd,12/5/2017,Iron,ug/l,88.9,50,I
Hancock,30436,Eagle Roost Rd,1/2/2018,Iron,ug/l,55.2,50,I
Hancock,30513,Eagle Roost Rd,2/6/2018,Iron,ug/l,93.4,50,I
Hancock,30593,Eagle Roost Rd,3/6/2018,Iron,ug/l,58.2,50,I
Hancock,30659,Eagle Roost Rd,4/3/2018,Iron,ug/l,169,50,I
Hancock,30731,Eagle Roost Rd,5/1/2018,Iron,ug/l,170,50,I
Hancock,30806,Eagle Roost Rd,6/5/2018,Iron,ug/l,103,50,I
Hancock,30880,Eagle Roost Rd,7/10/2018,Iron,ug/l,120,50,I
Hancock,30969,Eagle Roost Rd,8/7/2018,Iron,ug/l,132,50,I
Hancock,31058,Eagle Roost Rd,9/4/2018,Iron,ug/l,103,50,I
Hancock,30223,Flooded Road,11/7/2017,Iron,ug/l,425,50,NA
Hancock,30423,Flooded Road,12/5/2017,Iron,ug/l,355,50,NA
Hancock,30433,Flooded Road,1/2/2018,Iron,ug/l,222,50,NA
Hancock,30510,Flooded Road,2/6/2018,Iron,ug/l,288,50,NA
Hancock,30590,Flooded Road,3/6/2018,Iron,ug/l,827,50,NA
Hancock,30656,Flooded Road,4/3/2018,Iron,ug/l,253,50,NA
Hancock,30733,Flooded Road,5/1/2018,Iron,ug/l,614,50,NA
Hancock,30809,Flooded Road,6/5/2018,Iron,ug/l,461,50,NA
Hancock,30883,Flooded Road,7/10/2018,Iron,ug/l,458,50,NA
Hancock,30972,Flooded Road,8/7/2018,Iron,ug/l,337,50,NA
Hancock,31061,Flooded Road,9/4/2018,Iron,ug/l,264,50,NA
Hancock,30227,Heron Hideout,11/7/2017,Iron,ug/l,123,50,I
Hancock,30427,Heron Hideout,12/5/2017,Iron,ug/l,116,50,I
Hancock,30437,Heron Hideout,1/2/2018,Iron,ug/l,76.2,50,I
Hancock,30514,Heron Hideout,2/6/2018,Iron,ug/l,116,50,I
Hancock,30594,Heron Hideout,3/6/2018,Iron,ug/l,92.1,50,I
Hancock,30805,Heron Hideout,6/5/2018,Iron,ug/l,182,50,I
Hancock,30877,Heron Hideout,7/10/2018,Iron,ug/l,194,50,I
Hancock,31055,Heron Hideout,9/4/2018,Iron,ug/l,184,50,I
Hancock,30660,Heron Hideout,4/3/2018,Iron,ug/l,905,50,NA
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Iron,ug/l,No Sample,50,NA
Hancock,30966,Heron Hideout,8/7/2018,Iron,ug/l,203,50,NA
Hancock,30428,Outflow Pipes,12/5/2017,Iron,ug/l,111,50,I
Hancock,30438,Outflow Pipes,1/2/2018,Iron,ug/l,151,50,I
Hancock,30515,Outflow Pipes,2/6/2018,Iron,ug/l,142,50,I
Hancock,30595,Outflow Pipes,3/6/2018,Iron,ug/l,92.6,50,I
Hancock,30729,Outflow Pipes,5/1/2018,Iron,ug/l,195,50,I
Hancock,30803,Outflow Pipes,6/5/2018,Iron,ug/l,165,50,I
Hancock,30878,Outflow Pipes,7/10/2018,Iron,ug/l,149,50,I
Hancock,30967,Outflow Pipes,8/7/2018,Iron,ug/l,160,50,I
Hancock,31056,Outflow Pipes,9/4/2018,Iron,ug/l,140,50,I
Hancock,30228,Outflow Pipes,11/7/2017,Iron,ug/l,140,50,I A
Hancock,30661,Outflow Pipes,4/3/2018,Iron,ug/l,241,50,NA
Hancock,30222,Reynold's Runoff,11/7/2017,Iron,ug/l,585,50,NA
Hancock,30422,Reynold's Runoff,12/5/2017,Iron,ug/l,345,50,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Iron,ug/l,415,50,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Iron,ug/l,1180,50,NA
Hancock,30589,Reynold's Runoff,3/6/2018,Iron,ug/l,391,50,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Iron,ug/l,216,50,NA
Hancock,30734,Reynold's Runoff,5/1/2018,Iron,ug/l,243,50,NA
Hancock,30810,Reynold's Runoff,6/5/2018,Iron,ug/l,1050,50,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Iron,ug/l,901,50,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Iron,ug/l,697,50,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Iron,ug/l,558,50,NA
Hancock,30736,Wading Bird North,5/1/2018,Iron,ug/l,175,50,A I
Hancock,30224,Wading Bird North,11/7/2017,Iron,ug/l,142,50,I
Hancock,30424,Wading Bird North,12/5/2017,Iron,ug/l,105,50,I
Hancock,30434,Wading Bird North,1/2/2018,Iron,ug/l,167,50,I
Hancock,30511,Wading Bird North,2/6/2018,Iron,ug/l,112,50,I
Hancock,30657,Wading Bird North,4/3/2018,Iron,ug/l,174,50,I
Hancock,30971,Wading Bird North,8/7/2018,Iron,ug/l,151,50,I
Hancock,31060,Wading Bird North,9/4/2018,Iron,ug/l,191,50,I
Hancock,30591,Wading Bird North,3/6/2018,Iron,ug/l,208,50,NA
Hancock,30808,Wading Bird North,6/5/2018,Iron,ug/l,219,50,NA
Hancock,30882,Wading Bird North,7/10/2018,Iron,ug/l,232,50,NA
Hancock,30225,Wading Bird South,11/7/2017,Iron,ug/l,117,50,I
Hancock,30425,Wading Bird South,12/5/2017,Iron,ug/l,171,50,I
Hancock,30512,Wading Bird South,2/6/2018,Iron,ug/l,95.8,50,I
Hancock,30658,Wading Bird South,4/3/2018,Iron,ug/l,118,50,I
Hancock,30732,Wading Bird South,5/1/2018,Iron,ug/l,144,50,I
Hancock,30807,Wading Bird South,6/5/2018,Iron,ug/l,188,50,I
Hancock,30881,Wading Bird South,7/10/2018,Iron,ug/l,199,50,I
Hancock,30970,Wading Bird South,8/7/2018,Iron,ug/l,131,50,I
Hancock,31059,Wading Bird South,9/4/2018,Iron,ug/l,128,50,I
Hancock,30435,Wading Bird South,1/2/2018,Iron,ug/l,220,50,NA
Hancock,30592,Wading Bird South,3/6/2018,Iron,ug/l,109,50,NA
Banana Creek,30654,Banana Creek,4/3/2018,Nitrogen Ammonia,mg/l,0.084,0.01,C
Banana Creek,30811,Banana Creek,6/5/2018,Nitrogen Ammonia,mg/l,0.04,0.01,C
Banana Creek,30885,Banana Creek,7/10/2018,Nitrogen Ammonia,mg/l,0.048,0.01,C
Banana Creek,30973,Banana Creek,8/7/2018,Nitrogen Ammonia,mg/l,0.051,0.01,C
Banana Creek,30421,Banana Creek,12/5/2017,Nitrogen Ammonia,mg/l,0.01,0.01,C I
Banana Creek,30431,Banana Creek,1/2/2018,Nitrogen Ammonia,mg/l,0.022,0.01,C I
Banana Creek,30508,Banana Creek,2/6/2018,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Banana Creek,30588,Banana Creek,3/6/2018,Nitrogen Ammonia,mg/l,0.017,0.01,C I
Banana Creek,30735,Banana Creek,5/1/2018,Nitrogen Ammonia,mg/l,0.025,0.01,C I
Banana Creek,31062,Banana Creek,9/4/2018,Nitrogen Ammonia,mg/l,0.023,0.01,C I
Banana Creek,30221,Banana Creek,11/7/2017,Nitrogen Ammonia,mg/l,0.023,0.01,Y C I
Hancock,30439,Canal Outflow,1/2/2018,Nitrogen Ammonia,mg/l,0.089,0.01,C
Hancock,30516,Canal Outflow,2/6/2018,Nitrogen Ammonia,mg/l,0.075,0.01,C
Hancock,30596,Canal Outflow,3/6/2018,Nitrogen Ammonia,mg/l,0.055,0.01,C
Hancock,30879,Canal Outflow,7/10/2018,Nitrogen Ammonia,mg/l,0.08,0.01,C
Hancock,30968,Canal Outflow,8/7/2018,Nitrogen Ammonia,mg/l,0.199,0.01,C
Hancock,31057,Canal Outflow,9/4/2018,Nitrogen Ammonia,mg/l,0.19,0.01,C
Hancock,30429,Canal Outflow,12/5/2017,Nitrogen Ammonia,mg/l,0.033,0.01,C I
Hancock,30728,Canal Outflow,5/1/2018,Nitrogen Ammonia,mg/l,0.029,0.01,C I
Hancock,30804,Canal Outflow,6/5/2018,Nitrogen Ammonia,mg/l,0.011,0.01,C I
Hancock,30229,Canal Outflow,11/7/2017,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30662,Canal Outflow,4/3/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30426,Eagle Roost Rd,12/5/2017,Nitrogen Ammonia,mg/l,0.146,0.01,C
Hancock,30436,Eagle Roost Rd,1/2/2018,Nitrogen Ammonia,mg/l,0.129,0.01,C
Hancock,30513,Eagle Roost Rd,2/6/2018,Nitrogen Ammonia,mg/l,0.144,0.01,C
Hancock,30593,Eagle Roost Rd,3/6/2018,Nitrogen Ammonia,mg/l,0.059,0.01,C
Hancock,30659,Eagle Roost Rd,4/3/2018,Nitrogen Ammonia,mg/l,0.407,0.01,C
Hancock,30731,Eagle Roost Rd,5/1/2018,Nitrogen Ammonia,mg/l,0.174,0.01,C
Hancock,30880,Eagle Roost Rd,7/10/2018,Nitrogen Ammonia,mg/l,0.05,0.01,C
Hancock,30969,Eagle Roost Rd,8/7/2018,Nitrogen Ammonia,mg/l,0.173,0.01,C
Hancock,31058,Eagle Roost Rd,9/4/2018,Nitrogen Ammonia,mg/l,0.176,0.01,C
Hancock,30806,Eagle Roost Rd,6/5/2018,Nitrogen Ammonia,mg/l,0.034,0.01,C I
Hancock,30226,Eagle Roost Rd,11/7/2017,Nitrogen Ammonia,mg/l,0.2,0.01,Y C
Hancock,30423,Flooded Road,12/5/2017,Nitrogen Ammonia,mg/l,0.016,0.01,C I
Hancock,30433,Flooded Road,1/2/2018,Nitrogen Ammonia,mg/l,0.013,0.01,C I
Hancock,30510,Flooded Road,2/6/2018,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Hancock,30590,Flooded Road,3/6/2018,Nitrogen Ammonia,mg/l,0.016,0.01,C I
Hancock,30656,Flooded Road,4/3/2018,Nitrogen Ammonia,mg/l,0.013,0.01,C I
Hancock,30733,Flooded Road,5/1/2018,Nitrogen Ammonia,mg/l,0.03,0.01,C I
Hancock,30809,Flooded Road,6/5/2018,Nitrogen Ammonia,mg/l,0.021,0.01,C I
Hancock,30972,Flooded Road,8/7/2018,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Hancock,31061,Flooded Road,9/4/2018,Nitrogen Ammonia,mg/l,0.015,0.01,C I
Hancock,30883,Flooded Road,7/10/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30223,Flooded Road,11/7/2017,Nitrogen Ammonia,mg/l,0.021,0.01,Y C I
Hancock,30660,Heron Hideout,4/3/2018,Nitrogen Ammonia,mg/l,0.079,0.01,C
Hancock,30877,Heron Hideout,7/10/2018,Nitrogen Ammonia,mg/l,0.042,0.01,C
Hancock,30966,Heron Hideout,8/7/2018,Nitrogen Ammonia,mg/l,0.045,0.01,C
Hancock,31055,Heron Hideout,9/4/2018,Nitrogen Ammonia,mg/l,0.059,0.01,C
Hancock,30427,Heron Hideout,12/5/2017,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Hancock,30437,Heron Hideout,1/2/2018,Nitrogen Ammonia,mg/l,0.02,0.01,C I
Hancock,30514,Heron Hideout,2/6/2018,Nitrogen Ammonia,mg/l,0.018,0.01,C I
Hancock,30594,Heron Hideout,3/6/2018,Nitrogen Ammonia,mg/l,0.033,0.01,C I
Hancock,30805,Heron Hideout,6/5/2018,Nitrogen Ammonia,mg/l,0.026,0.01,C I
Hancock,30227,Heron Hideout,11/7/2017,Nitrogen Ammonia,mg/l,0.025,0.01,Y C I
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Nitrogen Ammonia,mg/l,No Sample,0.01,NA
Hancock,30228,Outflow Pipes,11/7/2017,Nitrogen Ammonia,mg/l,0.065,0.01,C
Hancock,30428,Outflow Pipes,12/5/2017,Nitrogen Ammonia,mg/l,0.052,0.01,C
Hancock,30438,Outflow Pipes,1/2/2018,Nitrogen Ammonia,mg/l,0.238,0.01,C
Hancock,30515,Outflow Pipes,2/6/2018,Nitrogen Ammonia,mg/l,0.175,0.01,C
Hancock,30661,Outflow Pipes,4/3/2018,Nitrogen Ammonia,mg/l,0.135,0.01,C
Hancock,30729,Outflow Pipes,5/1/2018,Nitrogen Ammonia,mg/l,0.538,0.01,C
Hancock,30803,Outflow Pipes,6/5/2018,Nitrogen Ammonia,mg/l,0.095,0.01,C
Hancock,30878,Outflow Pipes,7/10/2018,Nitrogen Ammonia,mg/l,0.088,0.01,C
Hancock,30967,Outflow Pipes,8/7/2018,Nitrogen Ammonia,mg/l,0.157,0.01,C
Hancock,31056,Outflow Pipes,9/4/2018,Nitrogen Ammonia,mg/l,0.123,0.01,C
Hancock,30595,Outflow Pipes,3/6/2018,Nitrogen Ammonia,mg/l,0.017,0.01,C I
Hancock,30422,Reynold's Runoff,12/5/2017,Nitrogen Ammonia,mg/l,0.012,0.01,C I
Hancock,30509,Reynold's Runoff,2/6/2018,Nitrogen Ammonia,mg/l,0.015,0.01,C I
Hancock,30589,Reynold's Runoff,3/6/2018,Nitrogen Ammonia,mg/l,0.02,0.01,C I
Hancock,30734,Reynold's Runoff,5/1/2018,Nitrogen Ammonia,mg/l,0.016,0.01,C I
Hancock,30810,Reynold's Runoff,6/5/2018,Nitrogen Ammonia,mg/l,0.016,0.01,C I
Hancock,30884,Reynold's Runoff,7/10/2018,Nitrogen Ammonia,mg/l,0.012,0.01,C I
Hancock,30974,Reynold's Runoff,8/7/2018,Nitrogen Ammonia,mg/l,0.017,0.01,C I
Hancock,31063,Reynold's Runoff,9/4/2018,Nitrogen Ammonia,mg/l,0.014,0.01,C I
Hancock,30432,Reynold's Runoff,1/2/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30655,Reynold's Runoff,4/3/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30222,Reynold's Runoff,11/7/2017,Nitrogen Ammonia,mg/l,0.018,0.01,Y C I
Hancock,30424,Wading Bird North,12/5/2017,Nitrogen Ammonia,mg/l,0.02,0.01,C I
Hancock,30434,Wading Bird North,1/2/2018,Nitrogen Ammonia,mg/l,0.016,0.01,C I
Hancock,30511,Wading Bird North,2/6/2018,Nitrogen Ammonia,mg/l,0.015,0.01,C I
Hancock,30591,Wading Bird North,3/6/2018,Nitrogen Ammonia,mg/l,0.015,0.01,C I
Hancock,30736,Wading Bird North,5/1/2018,Nitrogen Ammonia,mg/l,0.017,0.01,C I
Hancock,30808,Wading Bird North,6/5/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C I
Hancock,31060,Wading Bird North,9/4/2018,Nitrogen Ammonia,mg/l,0.031,0.01,C I
Hancock,30657,Wading Bird North,4/3/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30882,Wading Bird North,7/10/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30971,Wading Bird North,8/7/2018,Nitrogen Ammonia,mg/l,0.01,0.01,C U
Hancock,30224,Wading Bird North,11/7/2017,Nitrogen Ammonia,mg/l,0.017,0.01,Y C I
Hancock,30732,Wading Bird South,5/1/2018,Nitrogen Ammonia,mg/l,0.075,0.01,C
Hancock,31059,Wading Bird South,9/4/2018,Nitrogen Ammonia,mg/l,0.175,0.01,C
Hancock,30435,Wading Bird South,1/2/2018,Nitrogen Ammonia,mg/l,0.015,0.01,C I
Hancock,30512,Wading Bird South,2/6/2018,Nitrogen Ammonia,mg/l,0.011,0.01,C I
